Job_Title,Company_Name,URL,Location,Experience,Salary,Skills_Required,Matched_Keywords
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-pune-5-8-years-jobid-RDRWVLq1ywRzpSvf+uAgZw==&source=srp,Pune,5 - 8 Yrs,Not disclosed,"Salesforce Omnistudio Platform, Agile Methodologies, Software Development Lifecycle, API Management Techniques, Debugging and Troubleshooting",Agile
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-bengaluru-hyderabadsecunderabad-5-8-years-jobid-wmu8Gn7GXVlzpSvf+uAgZw==&source=srp,"Bengaluru, Hyderabad/Secunderabad",5 - 8 Yrs,Not disclosed,"Marklogic Proficiency, Scalable Software Design, Agile Development Practices, Database Management, Software Troubleshooting",Agile
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-hyderabadsecunderabad-3-5-years-jobid-SRaFYBZ5fcNzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,3 - 5 Yrs,Not disclosed,"Workday Core Integrations, Integration Design Principles, Troubleshooting Complex Issues, Application Configuration, Collaboration with Stakeholders",
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-hyderabadsecunderabad-3-6-years-jobid-2uNPsREU0DdzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,3 - 6 Yrs,Not disclosed,"Java Full Stack, Front end Technologies, Back end Development, Agile Development, Version Control Systems","Java, JavaScript, HTML, CSS, Agile"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-hyderabadsecunderabad-5-8-years-jobid-RaVZ5vktGjhzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,5 - 8 Yrs,Not disclosed,"Python Programming, Agile Methodologies, Software Development, Clean Code Practices, Problem Solving","Python, Agile"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-bengaluru-mumbai-3-5-years-jobid-hXoS2suCInxzpSvf+uAgZw==&source=srp,"Bengaluru, Mumbai",3 - 5 Yrs,Not disclosed,"BlueYonder Supply Planning, Agile Methodologies, Software Development, Component Design, Performance Tuning",Agile
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-mumbai-7-9-years-jobid-dGJi5gblUzxzpSvf+uAgZw==&source=srp,Mumbai,7 - 9 Yrs,Not disclosed,"SAP PP Expertise, Production Workflow, System Integration, Custom Software Development, Agile Methodologies",Agile
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-bengaluru-mumbai-5-8-years-jobid-8zNZx3IunTFzpSvf+uAgZw==&source=srp,"Bengaluru, Mumbai",5 - 8 Yrs,Not disclosed,"AWS AI Services, Cloud Architecture, Infrastructure as Code, Containerization Technologies, Performance Optimization","AWS, Docker, Kubernetes, Terraform, Agile"
Senior Software Engineer,Google,https://www.timesjobs.com/job-detail/senior-software-engineer-google-united-states-of-america-usa-5-8-years-jobid-8VNarhtecqtzpSvf+uAgZw==&source=srp,United States of America (USA),5 - 8 Yrs,Not disclosed,"Object oriented programming, Software design architecture, Testing software products, Code review feedback, Data structures algorithms","Python, Java, Networking, Data Structures, Algorithms, System Design"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-mumbai-5-8-years-jobid-c0PavwzkWnFzpSvf+uAgZw==&source=srp,Mumbai,5 - 8 Yrs,Not disclosed,"NET Full Stack Development, Microservices Architecture, Docker & Kubernetes, RESTful API Development, SQL Server Optimization","JavaScript, TypeScript, React, Angular, Vue, .NET, ASP.NET, AWS, Azure, Docker, Kubernetes, SQL, Microservices, Git, Agile, Unit Testing"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-mumbai-5-8-years-jobid-5c3hthN7HUlzpSvf+uAgZw==&source=srp,Mumbai,5 - 8 Yrs,Not disclosed,"Spring Boot, RESTful API, Microservices Architecture, Cloud Deployment, Database Technologies","Spring, Spring Boot, PostgreSQL, MySQL, Microservices, Git, Agile"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-mumbai-7-10-years-jobid-bZ7W1HJ3THlzpSvf+uAgZw==&source=srp,Mumbai,7 - 10 Yrs,Not disclosed,"Java Full Stack, RESTful API Design, Agile Practices, Database Management, Git Version Control","Java, SQL, Git, Agile"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-gurugram-pune-3-6-years-jobid-r42i54u7pCpzpSvf+uAgZw==&source=srp,"Gurugram, Pune",3 - 6 Yrs,Not disclosed,"ServiceNow CSM Expertise, Application Design Skills, Requirements Analysis, Integration Techniques, Troubleshooting Skills",
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-pune-12-15-years-jobid-Ev4+lkH4GmZzpSvf+uAgZw==&source=srp,Pune,12 - 15 Yrs,Not disclosed,"Microservices Architecture, RESTful APIs, Cloud native Solutions, Event driven Architecture, Solution Design Principles","AWS, Serverless, Distributed Systems, Microservices, Agile, Scrum"
Software Engineer II,Master Card,https://www.timesjobs.com/job-detail/software-engineer-ii-master-card-united-states-of-america-usa-3-5-years-jobid-dU9kiNmG4FRzpSvf+uAgZw==&source=srp,United States of America (USA),3 - 5 Yrs,Not disclosed,Full Stack Development API Development Cloud Technologies Data Processing Agile Methodologies,"Java, TypeScript, React, Spring, Spring Boot, AWS, Azure, Data Engineering, Apache Spark, Distributed Systems, Agile, System Design"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-mumbai-3-6-years-jobid-E__SLASH__iL1D9__SLASH__XVJzpSvf+uAgZw==&source=srp,Mumbai,3 - 6 Yrs,Not disclosed,"Selenium Testing, Automation Scripting, Debugging Skills, Continuous Integration, Software Development Life Cycle","Python, Java"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-mumbai-5-8-years-jobid-12CTGW5eguBzpSvf+uAgZw==&source=srp,Mumbai,5 - 8 Yrs,Not disclosed,"Selenium Automation, Test Development, Agile Methodologies, API Testing, CI/CD Integration","Java, JavaScript, TypeScript, Docker, Jenkins, GitHub Actions, SQL, Git, Agile, Scrum, Design Patterns, Jira, Postman"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-bengaluru-mumbai-5-8-years-jobid-fpUn7wUUjZ5zpSvf+uAgZw==&source=srp,"Bengaluru, Mumbai",5 - 8 Yrs,Not disclosed,"Workday Recruiting, Project Planning, Resource Allocation, Risk Management, Cross Functional Coordination",
Software Engineer (I),ncr corporation india pvt ltd,https://www.timesjobs.com/job-detail/software-engineer-i-ncr-corporation-india-pvt-ltd-chennai-1-4-years-jobid-bb__SLASH__npNdKKMNzpSvf+uAgZw==&source=srp,Chennai,1 - 4 Yrs,Not disclosed,"Software Development, Go/Golang Programming, React Framework, PostgreSQL Database, Microservices Architecture","Go, React, CI/CD, PostgreSQL, Microservices"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-hyderabadsecunderabad-7-10-years-jobid-nwkd04IjQ0ZzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,7 - 10 Yrs,Not disclosed,"DevOps Expertise, Continuous Integration, Infrastructure Automation, Containerization Knowledge, System Performance Monitoring",Agile
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-hyderabadsecunderabad-7-10-years-jobid-DVNsawZiNvFzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,7 - 10 Yrs,Not disclosed,"Snowflake Data Warehouse, Data Modeling, Database Design, Query Performance, Data Management",Agile
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-pune-3-6-years-jobid-klPCv2uNKFBzpSvf+uAgZw==&source=srp,Pune,3 - 6 Yrs,Not disclosed,"Mobile Automation Testing, Appium Framework, Native UI Testing, Device Emulation Tools, Agile Practices",Agile
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-mumbai-3-6-years-jobid-HObiAGcEQ19zpSvf+uAgZw==&source=srp,Mumbai,3 - 6 Yrs,Not disclosed,"SAP Downstream Expertise, Application Development, Debugging Techniques, Version Control (Git), Data Analysis","Git, Agile"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-mumbai-5-10-years-jobid-JIai6hwmucZzpSvf+uAgZw==&source=srp,Mumbai,5 - 10 Yrs,Not disclosed,"Project Management, Stakeholder Management, Business Analysis, Agile Methodologies, Team Collaboration","SQL, Agile, Jira, Confluence"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-mumbai-5-8-years-jobid-DHxBLRvrVSdzpSvf+uAgZw==&source=srp,Mumbai,5 - 8 Yrs,Not disclosed,"Java Full Stack, Spring Framework, React, js Development, RESTful API Integration, Secure Coding Practices","Java, JavaScript, TypeScript, React, Spring, Spring Boot, Agile, OAuth, JWT"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-pune-7-10-years-jobid-G8sj7O1IVhJzpSvf+uAgZw==&source=srp,Pune,7 - 10 Yrs,Not disclosed,"SAP ABAP Cloud, Object oriented Programming, Agile Development Practices, Middleware Integration Techniques, Performance Optimization",Agile
Principal Software Engineer,Master Card,https://www.timesjobs.com/job-detail/principal-software-engineer-master-card-kenya-12-15-years-jobid-dSPOoBHzH7VzpSvf+uAgZw==&source=srp,Kenya,12 - 15 Yrs,Not disclosed,"Software Architecture, Distributed Systems, Cloud Platforms, Technical Leadership, Agile Development","Distributed Systems, Agile"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-hyderabadsecunderabad-5-8-years-jobid-kraazl4XgLRzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,5 - 8 Yrs,Not disclosed,"Linux Desktop Management, Unix Desktop Management, PostgreSQL Proficiency, Python Programming, Perl Scripting","Python, Perl, Linux, PostgreSQL, Agile"
"Senior Software Engineer, AIOps",Nvidia,https://www.timesjobs.com/job-detail/senior-software-engineer-aiops-nvidia-israel-8-11-years-jobid-YE0oIZ8KNYhzpSvf+uAgZw==&source=srp,Israel,8 - 11 Yrs,Not disclosed,"Distributed Systems Engineering, Core Systems Programming, Data Ingestion Strategies, ML Model Deployment, Kubernetes Expertise","Go, Rust, Kubernetes, Data Engineering, Distributed Systems, Algorithms"
Lead Software Engineer - Java/Python/Go,Master Card,https://www.timesjobs.com/job-detail/lead-software-engineer-javapythongo-master-card-ireland-8-11-years-jobid-bIVnTuUssPpzpSvf+uAgZw==&source=srp,Ireland,8 - 11 Yrs,Not disclosed,"Software Development Lifecycle, Fraud Rule Engines, Micro services Architecture, Secure Coding Practices, Database Management","Python, Java, Go, NoSQL, Distributed Systems, Design Patterns"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-hyderabadsecunderabad-3-6-years-jobid-+jvUPhNhaGdzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,3 - 6 Yrs,Not disclosed,"ServiceNow Development, Agile Methodologies, Problem Solving, Software Lifecycle, Team Collaboration",Agile
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-bengaluru-hyderabadsecunderabad-7-10-years-jobid-ARRSX1lAlSdzpSvf+uAgZw==&source=srp,"Bengaluru, Hyderabad/Secunderabad",7 - 10 Yrs,Not disclosed,"SAP Analytics Cloud, Software Development Life Cycle, Agile Methodologies, Scalable Software Architecture, Problem Solving Techniques",Agile
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-hyderabadsecunderabad-5-8-years-jobid-dqW3C8l6Hn9zpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,5 - 8 Yrs,Not disclosed,"Java Full Stack, Agile Methodologies, Front end Technologies, Back end Development, Database Management","Java, JavaScript, HTML, CSS, Agile"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-pune-6-9-years-jobid-0nlW1xAFNxtzpSvf+uAgZw==&source=srp,Pune,6 - 9 Yrs,Not disclosed,"Camunda BPM Expertise, Java EE Development, Workflow Automation, Agile Methodologies, System Integration","Java, Agile"
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-bengaluru-pune-5-8-years-jobid-9UVULO47ukxzpSvf+uAgZw==&source=srp,"Bengaluru, Pune",5 - 8 Yrs,Not disclosed,"Workday Advanced Reporting, Configuration Management, Integration Methodologies, Troubleshooting Skills, Agile Methodologies",Agile
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-pune-7-10-years-jobid-7tG3NnXp1jBzpSvf+uAgZw==&source=srp,Pune,7 - 10 Yrs,Not disclosed,"SAP Sales Distribution, S/HANA Order Fulfillment, Advanced Available to Promise, Sales Order Processing, AMS Governance",Agile
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-pune-5-9-years-jobid-xJGP__SLASH__FTfzCNzpSvf+uAgZw==&source=srp,Pune,5 - 9 Yrs,Not disclosed,"SAP RE FX configuration, Data migration strategies, Integration with SAP FI, Lease accounting knowledge, Cross functional collaboration",Agile
Custom Software Engineer,Accenture,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-pune-5-8-years-jobid-ZeMKHYxfNQxzpSvf+uAgZw==&source=srp,Pune,5 - 8 Yrs,Not disclosed,"SAP RE FX Management, Lease Accounting Knowledge, Data Migration Strategy, Cross Functional Collaboration, Functional Documentation Experience",Agile
"Senior Software Engineer, Cloud Interconnect",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-cloud-interconnect-google-united-states-of-america-usa-5-7-years-jobid-fjbpHneM3pBzpSvf+uAgZw==&source=srp,United States of America (USA),5 - 7 Yrs,Not disclosed,"Cloud Engineering, Distributed Systems, Programming Languages, Technical Leadership, Network Protocols","Python, Java, Go, Google Cloud, Distributed Systems, Networking, System Design"
"Software Engineer III, Infrastructure",Google,https://www.timesjobs.com/job-detail/software-engineer-iii-infrastructure-google-ireland-2-5-years-jobid-qk4MzEO0+T9zpSvf+uAgZw==&source=srp,Ireland,2 - 5 Yrs,Not disclosed,"Software Development, Distributed Systems, Agile Methodologies, API Development, Large Scale Infrastructure","Java, Go, Google Cloud, Generative AI, Distributed Systems, Networking, Agile, Data Structures, Algorithms, System Design"
"Staff Software Engineer, Messages",Google,https://www.timesjobs.com/job-detail/staff-software-engineer-messages-google-united-states-of-america-usa-8-11-years-jobid-oVBB__SLASH__I01KThzpSvf+uAgZw==&source=srp,United States of America (USA),8 - 11 Yrs,Not disclosed,"Full Stack Development, Software Design Architecture, Network Protocols, Real time Communication, Generative AI Integration","Python, Java, JavaScript, TypeScript, HTML, CSS, LLM, Generative AI, Android, iOS, Distributed Systems, Concurrency, Operating Systems, Networking, System Design, Encryption"
AI Native Software Engineer,Accenture,https://www.timesjobs.com/job-detail/ai-native-software-engineer-accenture-pune-7-9-years-jobid-BDVqOu54sMRzpSvf+uAgZw==&source=srp,Pune,7 - 9 Yrs,Not disclosed,"Generative AI Design, ServiceNow ITSM Proficiency, Incident Management, Problem solving Skills, AI Evaluation Frameworks",
OLS Embedded Software Engineer,Wipro,https://www.timesjobs.com/job-detail/ols-embedded-software-engineer-wipro-italy-8-10-years-jobid-uloMQtREVAlzpSvf+uAgZw==&source=srp,Italy,8 - 10 Yrs,Not disclosed,"Embedded Software Development, Optical Line Systems, Firmware Development, Programming in C/C++, Device Interface Protocols","MATLAB, Linux, Embedded Systems, Algorithms"
"Software Engineer (Full-Stack, UI-Heavy)",IBM,https://www.timesjobs.com/job-detail/software-engineer-full-stack-ui-heavy-ibm-canada-1-2-years-jobid-KGdADSe9I1hzpSvf+uAgZw==&source=srp,Canada,1 - 2 Yrs,Not disclosed,"Frontend Development, React and Redux, TypeScript Proficiency, Security Concepts, Cloud native Development","Java, TypeScript, Go, React, AWS, Azure, GCP, Kubernetes, Machine Learning, Generative AI, Kafka, Distributed Systems, Encryption"
"Senior Software Engineer, Labs",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-labs-google-other-citys-in-new-york-5-8-years-jobid-8USdecZGM__SLASH__hzpSvf+uAgZw==&source=srp,Other City(s) in New York,5 - 8 Yrs,Not disclosed,"Software Development, Software Design, Backend Development, Artificial Intelligence, Technical Leadership","Generative AI, Networking, Data Structures, Algorithms, System Design"
Senior Software Engineer - IOS,ixigo,https://www.timesjobs.com/job-detail/senior-software-engineer-ios-ixigo-delhi-3-5-years-jobid-+8Qr6KKalulzpSvf+uAgZw==&source=srp,Delhi,3 - 5 Yrs,Not disclosed,"Swift Programming, iOS Development, Async/Await Code, UIKit Framework, AI assisted Development","Swift, Firebase, iOS, Xcode, Unit Testing, Algorithms"
